⚽世界杯⚽,#genre#
CCTV4,http://82.157.249.28:4009/mgzjk/mgzjk.php?id=cctv4
CCTV4欧洲,http://82.157.249.28:4009/mgzjk/mgzjk.php?id=cctv4o
CCTV4欧洲,http://82.157.249.28:4009/mgzjk/mgzjk.php?id=cctv4o
CCTV4美洲,http://82.157.249.28:4009/mgzjk/mgzjk.php?id=cctv4a
CCTV4美洲,http://82.157.249.28:4009/mgzjk/mgzjk.php?id=cctv4a
CCTV5,http://82.157.249.28:4009/mgzjk/mgzjk.php?id=cctv5
CCTV5,http://82.157.249.28:4009/mgzjk/mgzjk.php?id=cctv5b
CCTV5,http://82.157.249.28:4009/mgzjk/mgzjk.php?id=cctv5
CCTV5,http://82.157.249.28:4009/mgzjk/mgzjk.php?id=cctv5b
CCTV5+,http://82.157.249.28:4009/mgzjk/mgzjk.php?id=cctv5p
CCTV5+,http://82.157.249.28:4009/mgzjk/mgzjk.php?id=cctv5p2
CCTV5+,http://82.157.249.28:4009/mgzjk/mgzjk.php?id=cctv5p
CCTV5+,http://82.157.249.28:4009/mgzjk/mgzjk.php?id=cctv5p2
CCTV6,http://82.157.249.28:4009/mgzjk/mgzjk.php?id=cctv6
CCTV6,http://82.157.249.28:4009/mgzjk/mgzjk.php?id=cctv6
CCTV7,http://82.157.249.28:4009/mgzjk/mgzjk.php?id=cctv7
CCTV7,http://82.157.249.28:4009/mgzjk/mgzjk.php?id=cctv7
CCTV8,http://82.157.249.28:4009/mgzjk/mgzjk.php?id=cctv8
CCTV8,http://82.157.249.28:4009/mgzjk/mgzjk.php?id=cctv8
CCTV9,http://82.157.249.28:4009/mgzjk/mgzjk.php?id=cctv9
CCTV9,http://82.157.249.28:4009/mgzjk/mgzjk.php?id=cctv9
CCTV10,http://82.157.249.28:4009/mgzjk/mgzjk.php?id=cctv10
CCTV10,http://82.157.249.28:4009/mgzjk/mgzjk.php?id=cctv10
CCTV11,http://82.157.249.28:4009/mgzjk/mgzjk.php?id=cctv11
CCTV11,http://82.157.249.28:4009/mgzjk/mgzjk.php?id=cctv11
CCTV12,http://82.157.249.28:4009/mgzjk/mgzjk.php?id=cctv12
CCTV12,http://82.157.249.28:4009/mgzjk/mgzjk.php?id=cctv12
CCTV13,http://82.157.249.28:4009/mgzjk/mgzjk.php?id=cctv13
CCTV13,http://82.157.249.28:4009/mgzjk/mgzjk.php?id=cctv13
CCTV14,http://82.157.249.28:4009/mgzjk/mgzjk.php?id=cctv14
CCTV14,http://82.157.249.28:4009/mgzjk/mgzjk.php?id=cctv14
CCTV15,http://82.157.249.28:4009/mgzjk/mgzjk.php?id=cctv15
CCTV15,http://82.157.249.28:4009/mgzjk/mgzjk.php?id=cctv15
CCTV17,http://82.157.249.28:4009/mgzjk/mgzjk.php?id=cctv17
CCTV17,http://82.157.249.28:4009/mgzjk/mgzjk.php?id=cctv17
CCTV1,http://69.30.245.50/live/cctv1.m3u8
CCTV2,http://69.30.245.50/live/cctv2.m3u8
CCTV3,http://69.30.245.50/live/cctv3.m3u8
CCTV4,http://69.30.245.50/live/cctv4.m3u8
CCTV5,http://69.30.245.50/live/cctv5.m3u8
CCTV6,http://69.30.245.50/live/cctv6.m3u8
CCTV1,http://rihou.cc:555/tv/CCTV1酒店
CCTV2,http://rihou.cc:555/tv/CCTV2酒店
CCTV3,http://rihou.cc:555/tv/CCTV3酒店
CCTV4,http://rihou.cc:555/tv/CCTV4酒店
CCTV4欧洲,http://rihou.cc:555/tv/CCTV4欧洲
CCTV4美洲,http://rihou.cc:555/tv/CCTV4美洲
CCTV5,http://rihou.cc:555/tv/CCTV5酒店
CCTV5+,http://rihou.cc:555/tv/CCTV5赛事
CCTV6,http://rihou.cc:555/tv/CCTV6酒店
CCTV7,http://rihou.cc:555/tv/CCTV7酒店
CCTV8,http://rihou.cc:555/tv/CCTV8酒店
CCTV9,http://rihou.cc:555/tv/CCTV9酒店
CCTV10,http://rihou.cc:555/tv/CCTV10酒店
CCTV11,http://rihou.cc:555/tv/CCTV11酒店
CCTV12,http://rihou.cc:555/tv/CCTV12酒店
CCTV13,http://rihou.cc:555/tv/CCTV13酒店
CCTV14,http://rihou.cc:555/tv/CCTV14酒店
CCTV15,http://rihou.cc:555/tv/CCTV15酒店
CCTV16,http://rihou.cc:555/tv/CCTV16酒店
CCTV16(4K),http://rihou.cc:555/tv/CCTV16(4K)
CCTV17,http://rihou.cc:555/tv/CCTV17酒店
CCTV4K,http://rihou.cc:555/tv/CCTV4K
CCTV8K,http://rihou.cc:555/tv/CCTV8K
CGTN,http://rihou.cc:555/tv/CGTN
CGTN法语,http://rihou.cc:555/tv/CGTN法语
CGTN俄语,http://rihou.cc:555/tv/CGTN俄语
CGTN阿拉伯语,http://rihou.cc:555/tv/CGTN阿拉伯语
CGTN西班牙语,http://rihou.cc:555/tv/CGTN西班牙语
CGTN外语纪录,http://rihou.cc:555/tv/CGTN外语纪录
CCTV风云剧场,http://rihou.cc:555/tv/CCTV风云剧场
CCTV第一剧场,http://rihou.cc:555/tv/CCTV第一剧场
CCTV怀旧剧场,http://rihou.cc:555/tv/CCTV怀旧剧场$江西-联通
CCTV世界地理,http://rihou.cc:555/tv/CCTV世界地理$江西-联通 
CCTV风云音乐,http://rihou.cc:555/tv/CCTV风云音乐$江西-联通 
CCTV兵器科技,http://rihou.cc:555/tv/CCTV兵器科技$江西-联通 
CCTV风云足球,http://rihou.cc:555/tv/CCTV风云足球$江西-联通
CCTV高尔夫·网球,http://rihou.cc:555/tv/CCTV高尔夫·网球$江西-联通 
CCTV女性时尚,http://rihou.cc:555/tv/CCTV女性时尚
CCTV央视文化精品,http://rihou.cc:555/tv/CCTV央视文化$江西-联通  
CCTV央视台球,http://rihou.cc:555/tv/CCTV央视台球$吉林/松原/联通
CCTV电视指南,http://rihou.cc:555/tv/CCTV电视指南
CCTV卫生健康,http://rihou.cc:555/tv/CCTV卫生健康 
湖南卫视,http://rihou.cc:555/tv/湖南卫视
江苏卫视,http://rihou.cc:555/tv/江苏卫视4K
浙江卫视,http://rihou.cc:555/tv/浙江卫视4K
东方卫视,http://rihou.cc:555/tv/东方卫视4K
深圳卫视,http://rihou.cc:555/tv/szws
北京卫视,http://rihou.cc:555/tv/北京卫视4K
湖北卫视,http://rihou.cc:555/tv/湖北卫视
广东卫视,http://rihou.cc:555/tv/广东卫视酒店
广西卫视,http://rihou.cc:555/tv/广西卫视
黑龙江卫视,http://rihou.cc:555/tv/黑龙江卫视
海南卫视,http://rihou.cc:555/tv/海南卫视
重庆卫视,http://rihou.cc:555/tv/重庆卫视
四川卫视,http://rihou.cc:555/tv/四川卫视4K
河南卫视,http://rihou.cc:555/tv/河南卫视
福建东南卫视,http://rihou.cc:555/tv/福建东南卫视
贵州卫视,http://rihou.cc:555/tv/贵州卫视
江西卫视,http://rihou.cc:555/tv/江西卫视
辽宁卫视,http://rihou.cc:555/tv/辽宁卫视
安徽卫视,http://rihou.cc:555/tv/安徽卫视
河北卫视,http://rihou.cc:555/tv/河北卫视
山东卫视,http://rihou.cc:555/tv/山东卫视
天津卫视,http://rihou.cc:555/tv/天津卫视
吉林卫视,http://rihou.cc:555/tv/吉林卫视  
陕西卫视,http://rihou.cc:555/tv/陕西卫视   
宁夏卫视,http://rihou.cc:555/tv/宁夏卫视  
内蒙古卫视,http://rihou.cc:555/tv/内蒙古卫视   
云南卫视,http://rihou.cc:555/tv/云南卫视  
山西卫视,http://rihou.cc:555/tv/山西卫视   
青海卫视,http://rihou.cc:555/tv/青海卫视
甘肃卫视,http://rihou.cc:555/tv/甘肃卫视
西藏卫视,http://rihou.cc:555/tv/西藏卫视  
新疆卫视,http://rihou.cc:555/tv/新疆卫视
兵团卫视,http://rihou.cc:555/tv/兵团卫视
大湾区卫视,http://rihou.cc:555/tv/大湾区卫视1
延边卫视,http://rihou.cc:555/tv/延边卫视
三沙卫视,http://rihou.cc:555/tv/三沙卫视
海峡卫视,http://rihou.cc:555/tv/海峡卫视
农林卫视,http://rihou.cc:555/tv/农林卫视
厦门卫视,http://rihou.cc:555/tv/厦门卫视
CETV1,http://rihou.cc:555/tv/CETV1
CETV2,http://rihou.cc:555/tv/CETV2
CETV3,http://rihou.cc:555/tv/CETV3
CETV4,http://rihou.cc:555/tv/CETV4
全球时尚,https://player.juyun.tv/camera/137932133.m3u8
广东体育,http://r.jdshipin.com/LiYdg
广东珠江,http://r.jdshipin.com/sE5vO
CCTV1,http://go.bkpcp.top/mg/cctv1
CCTV2,http://go.bkpcp.top/mg/cctv2
CCTV3,http://go.bkpcp.top/mg/cctv3
CCTV4,http://go.bkpcp.top/mg/cctv4
CCTV5,http://go.bkpcp.top/mg/cctv5
CCTV5+,http://go.bkpcp.top/mg/cctv5p
CCTV6,http://go.bkpcp.top/mg/cctv6
CCTV7,http://go.bkpcp.top/mg/cctv7
CCTV8,http://go.bkpcp.top/mg/cctv8
CCTV9,http://go.bkpcp.top/mg/cctv9
CCTV10,http://go.bkpcp.top/mg/cctv10
CCTV11,http://go.bkpcp.top/mg/cctv11
CCTV12,http://go.bkpcp.top/mg/cctv12
CCTV13,http://go.bkpcp.top/mg/cctv13
CCTV14,http://go.bkpcp.top/mg/cctv14
CCTV15,http://go.bkpcp.top/mg/cctv15
CCTV16,http://go.bkpcp.top/mg/cctv16
CCTV17,http://go.bkpcp.top/mg/cctv17
cct4欧洲,http://go.bkpcp.top/mg/cctv4o
cct4美洲,http://go.bkpcp.top/mg/cctv4m
CGTN-西,http://go.bkpcp.top/mg/cgtne
CGTN-阿,http://go.bkpcp.top/mg/cgtna
CGTN-法,http://go.bkpcp.top/mg/cgtnf
北京卫视,http://go.bkpcp.top/mg/bjws
东方卫视,http://go.bkpcp.top/mg/dfws
浙江卫视,http://go.bkpcp.top/mg/zjws
江苏卫视,http://go.bkpcp.top/mg/jsws
湖南卫视,http://go.bkpcp.top/mg/hunws
广东卫视,http://go.bkpcp.top/mg/gdws
深圳卫视,http://go.bkpcp.top/mg/szws
山东卫视,http://go.bkpcp.top/mg/sdws
河南卫视,http://go.bkpcp.top/mg/hnws
江西卫视,http://go.bkpcp.top/mg/jxws
湖北卫视,http://go.bkpcp.top/mg/hubws
海南卫视,http://go.bkpcp.top/mg/hinws
陕西卫视,http://go.bkpcp.top/mg/sxws
兵团卫视,http://go.bkpcp.top/mg/btws
黑龙江视,http://go.bkpcp.top/mg/hljws
广东珠江,http://go.bkpcp.top/mg/gdzj
广东体育,http://go.bkpcp.top/mg/gdty
大湾区卫视,http://go.bkpcp.top/mg/gddwq
广东影视,http://go.bkpcp.top/mg/gdys
广东新闻,http://go.bkpcp.top/mg/gdxw
广东民生,http://go.bkpcp.top/mg/gdms
CCTV1,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv1
CCTV2,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv2
CCTV3,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv3
CCTV4,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv4
CCTV5,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv5
CCTV5+,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv5p
CCTV6,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv6
CCTV7,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv7
CCTV8,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv8
CCTV9,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv9
CCTV10,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv10
CCTV11,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv11
CCTV12,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv12
CCTV13,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv13
CCTV14,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv14
CCTV15,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv15
CCTV16,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv16
CCTV17,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv17
湖南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hunws
江苏卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=jsws
浙江卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=zjws
浙江卫视,http://zappl02.cztv.com/live/channel011080Pnew.m3u8?auth_key=1761099064-0-0-9b644d437557bcc66b9411e545e45fbc
北京卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=bjws
东方卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=dfws
深圳卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=szws
广东卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=gdws
天津卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=tjws
安徽卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=ahws
山东卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=sdws
辽宁卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=lnws
河北卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hbws
河南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hnws
江西卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=jxws
四川卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=scws
重庆卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cqws
贵州卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=gzws
湖北卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hubws
广西卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=gxws
东南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=dnws
海南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hinws
青海卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=qhws
吉林卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=jlws
黑龙江卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hljws
🚀港澳台🚀_996996,#genre#
翡翠台,http://push.cdn1.hls123.de:8080/streams/ef5addc0849/index.m3u8
明珠台,http://push.cdn1.hls123.de:8080/streams/89a8p45a15e/index.m3u8
TVB Plus,http://push.cdn1.hls123.de:8080/streams/gw8n98gubb4/index.m3u8
无线新闻,http://push.cdn1.hls123.de:8080/streams/n66wwnx3l7i/index.m3u8
TVB星河,http://push.cdn1.hls123.de:8080/streams/hbiwgswysds/index.m3u8
Now618,http://free.frp.vip:10092/player.php?id=lt/K/NowSports618
华丽翡翠台,http://push.cdn1.hls123.de:8080/streams/n6dnsi33w2e/index.m3u8
ViuTV,http://push.cdn1.hls123.de:8080/streams/iewbjlpp9v/index.m3u8
ViuTVsix,http://push.cdn1.hls123.de:8080/streams/5lthhpr4cx3/index.m3u8
Now新闻台,http://push.cdn1.hls123.de:8080/streams/zed7kdzyh1/index.m3u8
HOY TV,http://push.cdn1.hls123.de:8080/streams/dguce4v9b69/index.m3u8
HOY资讯台,http://push.cdn1.hls123.de:8080/streams/xeblk620c0e/index.m3u8
极限电影台,http://bak.dou.ddns-ip.net/api.php?n=HKTV&id=GJSQxh&tk=aUcnTVRl3MU0
凤凰中文,http://push.cdn1.hls123.de:8080/streams/a4y2t99pzyi/index.m3u8
凤凰资讯,http://push.cdn1.hls123.de:8080/streams/0u0qd5ovqkg/index.m3u8
凤凰香港,http://push.cdn1.hls123.de:8080/streams/898y722sqjr/index.m3u8
澳视澳门,http://push.cdn1.hls123.de:8080/streams/2r8ba88ujh6/index.m3u8
澳视卫星,http://push.cdn1.hls123.de:8080/streams/gese9d57376/index.m3u8
澳门莲花,http://push.cdn1.hls123.de:8080/streams/8nsrl4s4evv/index.m3u8
重温经典,http://push.cdn1.hls123.de:8080/streams/g0jj471jied/index.m3u8

翡翠台 A,http://www.kaniptv.cn/ua3.php?etoken=TmHDCyjKw5dbtzfIW163Ttp4R7wzoCaPknMYnC9Bl1LmCQ6CB9ASCyfqUM3Vto4NkWsTPul%2FG497JmrtrQddSHp8FpRVH3UCDbiEpezqrzvKrP1imf06nxUy9SI4fXfMkdhmu6tJFc7AdJtWgspo%2BFN2zFSLBeETp9uhVRe%2FstDhW3qXC4P9xNoa%2F%2FFMo20vWIDv9OzE%2BrYoWcGDtnrOOnxldRtSVfWop3aMfWkfs2u4yRjBLT5CJEEpKqheo880VXXcvemhhGjxo9thb%2FMyaxu0Xu7RRAclBpj6bPV6bSNLkKOokRCtKBi8Nz5JcKZNGSUMFQLwqcBJ%2BXMhrPbR1g%3D%3D
翡翠台 B,http://www.kaniptv.cn/ua3.php?etoken=MZkgbVUZJ9sKeS%2Fv%2BfZzS6M7YbX%2FGxmcER5hgJYAqz1jxMLf1uBcuIKydc5A2nPul1IvwyesydX6MwcVTz9i5tLhhc8Pxn%2BHTooWwhDzMWMdhSpcJbjqMaycxJfAfA5QNtHuPtMJgyzk089oUNKXLOH9cxvhwLNxugsvp%2BElr1EtEsxcDODhe2AYN30S54i3I0UgMB1YJNN35ZJoryFmmrw%2BPt2FxqHdWS5wuUa5PR%2FV8CqZgYw6II%2BoJn9C9KGV5T7gSYY7Ql0MUS4CXWrJmmsPVfKbu3mivm2pWAzR%2Fp1hPmy17sfNBgx6YcR1c65wICZ%2FrhNsILyTb9yYKUBamA%3D%3D
无线新闻 A,http://www.kaniptv.cn/ua3.php?etoken=JN4oP6EQ3pxYlJJm1Icq9y82ye%2BvjM1EWXsx2Y8cIWRTvJSwr8MI7uwVVFe31eG8mfoxv7toSZq9Mn2Yi2FfLCaEP8IsVQBjLyHIxjMJ03qDXhrScayywqjzt%2F7FKqtLJ5%2BQCm6NK7s942NF0kdHufegr%2F8HQ7Q4AMaOjP48GnN7E01xFI2NkTtXblRRGmPS7FYASOE6Sp7%2FzpOOp8B66QlRaxTUYzuU00qxjGUVCerv8tbiGAT4frhk2D20KnRTs1Ctqpkul0SPelPmvoP3ZXfHT4Fd0S6T7Hp8EJARsZj9RPqHTTXPfWzNv3B%2Bn8%2FyNUJ9go7TQJMRezrEDbFQkw%3D%3D
无线新闻 B,http://www.kaniptv.cn/ua3.php?etoken=Pc%2F88YY%2FaSEXvmSt0w4rZH81oXBpkjAoAF9TI22mTl2SHDjnpedVrLBlxgHeEya%2B0xuFlo0gKu4iBACD0xSfP%2BQdGsBZ8BkoPyD3HZhUK4I4W7CnonAtmgv4q%2BVjphTggZSQLxsRGWCGtLDQjHvY2vGaDuJFrdS%2FaJ%2FjcQxH%2BuXnt%2FSNc%2BXNFOiTt4HPL%2FGjI3Dsx4FeZv9c268X0WeyMXFxuxkmAvjF4STT9WQwVY0S4eWeZF5N6Y07fojsP6ZsNQb8qtf2xVzDNg79ElGImySGeK9EoXV%2BzSql05kyFV6FDGeEOZBs6EGUh9saO7BoRkxE%2BC69f6N5I6HcaQfAoA%3D%3D
TVB PLUS A,http://www.kaniptv.cn/ua3.php?etoken=O7EzxrMunERg9mkj1IAXVoo%2BsBerwcNBiFDP7R8bnGX4bq15NWVgTjntAhwYAEO6%2BQI8gkFJDN8F38c8dPRxj4C4rj4j4CyY5GxlmSZ5A0nPNW2l9vuvSiVBN6h149qX61J8fGbGH4K3%2BpW2O507tEttOSZznQEulC1FshLaNl4TueILQTiopsgLtJIY6kGVrTzC9d%2BS5UI3NQHfcgiNoy4Dm8sDDicRHLeHz433ykAOkW1agFDafWORQHJ5jWywinlBo9BD64H1MGedfI9fNGX1EBKW%2FoA3z8P0u4iLeSQB%2B9ST8RMhm%2BZK1S0NVLqG1ZhN1e%2FvtJwz%2FFvnwLnZWQ%3D%3D
TVB PLUS B,http://www.kaniptv.cn/ua3.php?etoken=4VKy30X3HnmOESxxd2f%2BYZhGLmNZ6iXT0rOK%2Bk4pB0qbEDRr%2Fbxww8%2FKrlzE5MHpv419rFjnnXyEoA%2FzLVzd4I%2F8FWBD%2BJ4U6yth4sNDRaaE6ODqqCBOtsDX%2Fmp1MIaWOJbCjK4%2Fh7YlwGcwJHokMhnqr9xN0t5m0x2js3T8FPYHM%2FJ1fNN95XwLmHFD6U3w%2F%2FMJW9hjNVWpI1sq6WWVYhKEyzNgaqyw96K04AaIkNepNfWaEFVx0u6HzGh6JF2GLfr1vSnHSTKRzA6F0wKk8Xr2UJZFGThvT%2BV9htY44mHqUn2YF7NkjYjIfSSF996DyEdAl9MDNkTGxAgMeIIHEA%3D%3D
明珠台英语,http://www.kaniptv.cn/ua3.php?etoken=1ewCYv7%2Bb3IO5mOtwonBpMmoaCjat3eaog98CuBBynx90kCkF4fldu8b1iu8PuWW6Z1nQHYRTeByIBbvcln%2Fqh3zHFZjb3IDj2Szt9WFpRCcnHM9hFO8M3BHuhZcqoqZ5iLoAtwt4KT5Zt1UKoBLKHP4Nq3VRApl6lim4dZmU0V6vb3Drzw4KRpYO4%2B3aPT%2Br%2FVnsFiGJuY9vV5BYj%2BkuYB6ZmFKyFLOypASzwC8RmdXWEMBuHICQpslC4BKkTgbb40b%2FuonG46sCyZtSCFrRqhEeJEEqmwY87Ppm1q%2Bz%2BzFbc4UycWaDQetHC3h6fGZnKWEiLYrrmQjO8pTtNsk1A%3D%3D
明珠台粤语,http://www.kaniptv.cn/ua3.php?etoken=SCHHh9Oh4aMldHyzTytU7op6wHpszcY6LgPHLb8Mza5kaTksRUXY1h6Z5UYN7DASxiq0EP78ZFEOUxW%2FOVRflgbG%2Bp%2FlpC42JXb%2BT83H7KdT14NK6E32dMVWdvollo5wK6mSfG3ZfdPwCOJXnmlECczr3PF5so9dhekpdmpM%2BrrY6Du8A0zyn2x0Bybbd4ETBJWkezsBdKPw0Ru8z8iGMOllM5%2FE%2FWOWOQaIBDao0bsyzsxCKme8sbtuprudiIR%2FuuOP37pYdDS63HpT%2FJdOafyaw%2BsqZO0umypY1SFfq5FfmQ2Z1sHJzL9jVFVsDuH5Ru8FTih9NEyX15kCYZt1DQ%3D%3D
VIUTV 99台,http://www.kaniptv.cn/ua3.php?etoken=sCBVJgDxLIMOYjiGTlOSJdF%2FkOpF%2Fbcr%2BOXGpBydvlqoukp3c%2Bu8XN4zXCJ6TCamLSZ5IAGLx2fFAjZMI%2BA41zCCZB%2BCWagn8%2B8rusSGZrG4DbooHC7jh%2B3jBSFj2UdbY8fMuBPCB%2BCJtAkro445HfU2ufOE3vTGdPo0smynv7LsyCgir7MYbEx2y0OTPgDsZtHxtrvnQ5gY7XjvLTC2l%2BSZKW7Gvnog4MbeYnbViHPI3xbTkm5IHp7cJbe2dNNNdxfzwKmz%2BoS81iPd8VeB3v573LOFgFngElP8lYTfO7u8N%2B66URs1rXXTERkHIAHVN4wItAtcbgFdmRjt%2BFiZgA%3D%3D
VIUTV6 96台,http://www.kaniptv.cn/ua3.php?etoken=iGHdso%2Bhz7kTK6Kp%2Fub1dL0W3HQdPvTe3Hs%2BDrpycT5brUH8t0NNmEefgHapcMa5MwRwOlfaixLiZP3ApavHX%2B%2Fk4h87Fnpfxn3wwTy3%2FH2Wn28V%2FlpXQkIEjfKGnieX6wJujxbwDcgTq%2B0aIEsAX7QwGGZjkwSbd7ThCoExMKbkJ0vR39UGPqtQYZ4yJ5t7%2BVlS%2FVkIPD4PwJR5OsD8EJQmvAt9DrC1vq0864m31QbO6a2anAixEVXKzocPcLApQ1tpKvEoU%2F%2Fs%2F%2BGbnrad6XW7hanz%2F%2BBe3sA5McauOSYobOPl0R1ek4OxGZ%2Brs5IElCGyys6S74xyao3D2GQn4Q%3D%3D
国际财经76台A,http://www.kaniptv.cn/ua3.php?etoken=vHoIJ0D3c6g9gfVoCb41khc63TOq1kn83ZOivOz%2Fh7%2Ficoho8UkVS%2F5Ttxk8ayh97zWDX73dqq%2BSe2j1baA8xe0jZlUpgmxLb9J2zGHaGgtdHs%2FPd0fgvXo2JvTXOtF%2FmoQA58TEegyDVxK0EITjaRdKb04Umikoz68p42Kg7ahMfMAanzUkkvTXRZu0Q0VmapsT9sFxCgr25HeGB63OkYCGPlypUytfRzqZDgxMmCMSQrW2C%2F0%2Fi5yKCA%2BqE%2B67aNU3u8IJ0CHAVtwrq1eWqPY7hHOTFlGu0CA%2BK9vtWrkGM8yga7TOIzJwWboeQiMNix%2F1Kx73%2BNQpPznvrlWB1g%3D%3D
国际财经76台B,http://www.kaniptv.cn/ua3.php?etoken=VCA4nGgXWPl8EFlyqTKalTJgi8ninQOeKPfMFBlyLcdmjzp9N5TGzm9J4HZ4AB1OFOPfWkhEck4OrkE1eh3%2FMt0xAkufpNdEL6%2B90EhtVD0qu1RK7CzoUPQBbxIOWsresHceBTsp%2FPmVg5Eupzo1%2BOlo3j%2Fypj1DTnaCyoicGhdWNYKhBl4uZfO09VU23Mw1fS%2Ba4a1WFnqVxBCJ8QLuyIcH5C6xcw57FRABcOOdapbKCSuFvSd8DWS6olT19jBMqBt6apV%2Fz68HLuASAaXtrGS0Ybq02DjqVZWPlDxc7tKZ97Ojj%2BfBIe3H8fsgvdECym4RXWZVW2XA6qFhDtE%2B3g%3D%3D
香港开电视77台A,http://www.kaniptv.cn/ua3.php?etoken=x6kGA5QHcwJ02qcNN%2Fs3oKmvntJP9SYRdV9uqxGZQH6d0RBqCVuenMI7LH1CPrppj9tHzaSb5m7cvq%2BW1%2Bz%2FBAlfvwhU0G%2FI7Vo9ZtFGy%2Bjd26XGD1Iua81ynbWavz3TPj3FocXizHQQ5pCfkRxruh7Bg4MtbydwwF%2BUz8tDg%2B0KEtu7rVDyPTbye3%2F3q8IC6A8%2BQChhk962wtwqmufdeEOfdw4tu4KAt6FIcNb2LhzRI4xKDSWwsU0J8Buk521wBDxIhqzprkntgR9tp8Gdfbdvf4UtJxsHaVv5RPebvZBK76O%2Bnrxz98KzL9gt%2B4JVYT9Kn2yoPOmIrtl7VCaGRA%3D%3D
香港开电视77台B,http://www.kaniptv.cn/ua3.php?etoken=Y4AlbmNNXwYnxpw9vYrV4FgVTqKMe%2BnRYjkvwMNk5ucYysSi00I90cncCk%2BFOee04lxT5NrmALEII7SMT5n4%2BDLz3osRdE%2FK2eAEO7qnz6s16vo7e7069p7yQO4djKYe8CCWw6jACd0BiNJKyNFt%2BjfJve5mzFGCYjJNmX3iGGXgCWBYAz7fXTeZkQ5tXnSExaaviMc%2F5PMjcimhDpO%2FCRALP8m5itvyNNtL1%2Fw6j5gmaqLiIpB61x74xaYJmhvXsdEbEHDaPV9vNi2A%2BLfYyFcnE1IB%2BdnF4GVF8%2FBJ4mN564QsMrDCzf3nNsAszbhlN4fSCovF7esRIJkKt6XNYg%3D%3D
HOY资讯78台A,http://www.kaniptv.cn/ua3.php?etoken=gOYeWq4IJ3c9TSDMWjZyFKV53XyJ12AzkP%2BvpGQOWt6CHShN6R2m12zjidrfABhvv82fWI0OmwbqLaqY%2Fg3TWHrv7JeL%2FKJo%2BbuRJhjf5ZDywsG8YTbQ4%2FXh6JVFj5y9zM6gNqKXHy%2BshD6NGVrERmhjzeSA6wh8Y8t5jzEhwKoiBFuL9vnBwtHAYKg7FwiwoYTJAFt2f%2F6sPAR1tT1ceuqM2EjxZNetcg9v2CC0LdIOPr5EnVZy3hOtoGKzUhoHocU8YJ546abuAB32Ut4RiqSpIuz%2BzVBqe7lLaT%2FWSBQZfeyzDnbs1Wje0ROaZq7VkgB8M%2FhWEqnGmmStGMPQBg%3D%3D
