//以下全部来自互联网，所有内容仅供测试使用，请勿用于违法用途，如有冒犯请联系删除。

//永久免费꙰严禁商业꙰仅供测试꙰违者自负!꙰//       

//来源网络，免费分享，请勿追究，谢谢！//

03.20马年大吉,#genre#
达州新闻,http://tv.drs.dzxw.net:80/channellive/xwzhpd-dz1.flv
德阳新闻综合,http://scdytv.cn:1935/live/m_xwpd_livevideo/playlist.m3u8?zsicd
德阳新闻综合,http://scdytv.cn:1935/live/m_xwpd_livevideo/playlist.m3u8
利州综合频道,http://tvfile.lzgbdst.com:80/nmip-media/channellive/channel106876/playlist.m3u8
利州综合频道,http://tvfile.lzgbdst.com/nmip-media/channellive/channel106876/playlist.m3u8
泸州新闻综合,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel106011/playlist.m3u8?zsicd
犍为新闻综合,http://r8.vzan.com:80/v/slowlive_230559508552681163.m3u8
四川科教,http://182.150.115.21:8030/pcgacg/pcgacg_0.m3u8
四川康定,http://kdfile.ganzitv.com/nmip-media/channellive/channel100663/playlist.m3u8
四川康定,http://m3u8-kd.channel.ganzitv.com/nmip-media-yajiang/channellive/channel100663/playlist.m3u8?
德阳公共,http://scdytv.cn:1935/live/m_ggpd_livevideo/playlist.m3u8
德阳公共,http://scdytv.cn:1935/live/m_ggpd_livevideo/playlist.m3u8?zsicd
双流综合,http://171.221.250.130:18888/27e684978eb642eeb90ab815f6cc51bf/c41893de5e8645b3b43aef1640859b0d.m3u8
双流综合,http://171.221.250.130:18888/27e684978eb642eeb90ab815f6cc51bf/c41893de5e8645b3b43aef1640859b0d.m3u8?zsicd
沐川综合,rtmp://tv.mcrm.org.cn:1935/channellive/tv01?zsicd
叙永综合频道,http://luzhi.xuyongrongmei.com:1935/live/_definst_/xyxw/playlist.m3u8
德格综合频道,http://dgfile.ganzitv.com:80/nmip-media/channellive/channel101955/playlist.m3u8
剑阁新闻综合,https://tvfile.scjgtv.cn:443/nmip-media/channellive/channel104126/playlist.m3u8
汶川新闻综合,http://live.iwcmt.cn:90/live/zhxw.m3u8
汶川新闻综合,http://live.iwcmt.cn:90/live/zhxw.m3u8?zsicd
广安公共频道,http://live1.gatv.com.cn:85/live/GGPD_ggpdzm.m3u8
金川乡村频道,http://live.jinchuanrmt.com:90/live/jcxc.m3u8
乐至综合频道,http://175.155.106.72:89/live1/live1.m3u8
江津新闻综合,http://222.179.155.21:1935/ch1.m3u8?zzhongqd
巴中1,https://bzrmtlive.bzitv.cn/live/240726Bztv001001/hls.m3u8
巴中2,https://bzrmtlive.bzitv.cn/live/240726Bztv002002/hls.m3u8

📺河南河北,#genre#
开封新闻综合,http://tvpull.dxhmt.cn:9081/tv/10200-2.m3u8
开封文化旅游,http://tvpull.dxhmt.cn:9081/tv/10200-3.m3u8
潢川综合,http://tvpull.dxhmt.cn:9081/tv/11526-1.m3u8
郏县综合,http://tvpull.dxhmt.cn:9081/tv/10425-1.m3u8?zhend
兰考新闻,http://tvpull.dxhmt.cn:9081/tv/10225-1.m3u8
叶县一套,http://tvpull.dxhmt.cn:9081/tv/10422-1.m3u8
新野综合,http://tvpull.dxhmt.cn:9081/tv/11329-1.m3u8
焦作公共,http://zhpull.dxhmt.cn/jiaozuo/29b65b69130c4ef1a3283cc7b913da05/playlist.m3u8
封丘新闻综合,http://tvpull.dxhmt.cn:9081/tv/10727-1.m3u8
辉县新闻综合,http://tvpull.dxhmt.cn:9081/tv/10782-1.m3u8
舞钢新闻综合,http://tvpull.dxhmt.cn:9081/tv/10481-1.m3u8
巩义新闻综合,http://tvpull.dxhmt.cn:9081/tv/10181-1.m3u8
舞阳新闻综合,http://tvpull.dxhmt.cn:9081/tv/11121-1.m3u8
镇平新闻综合,http://tvpull.dxhmt.cn:9081/tv/11324-1.m3u8
渑池新闻综合,http://tvpull.dxhmt.cn:9081/tv/11221-1.m3u8
沁阳新闻综合,http://tvpull.dxhmt.cn:9081/tv/10882-1.m3u8
泌阳新闻综合,http://tvpull.dxhmt.cn:9081/tv/11726-1.m3u8
桐柏新闻综合,http://tvpull.dxhmt.cn:9081/tv/11330-1.m3u8
新乡县电视台,http://tvpull.dxhmt.cn:9081/tv/10721-1.m3u8
义马新闻综合,http://tvpull.dxhmt.cn:9081/tv/11281-1.m3u8
灵宝新闻综合,http://tvpull.dxhmt.cn:9081/tv/11282-1.m3u8
杞县新闻综合,http://tvpull.dxhmt.cn:9081/tv/10221-1.m3u8
台前新闻综合,http://tvpull.dxhmt.cn:9081/tv/10927-1.m3u8
新安新闻综合,http://tvpull.dxhmt.cn:9081/tv/10323-1.m3u8
原阳新闻综合,http://tvpull.dxhmt.cn:9081/tv/10725-1.m3u8
宝丰综合频道,http://tvpull.dxhmt.cn:9081/tv/10421-1.m3u8?zhend
济源电视一套,http://tvpull.dxhmt.cn:9081/tv/19001-1.m3u8?zhend
灵宝新闻综合,http://tvpull.dxhmt.cn:9081/tv/11282-1.m3u8?zhend
鹿邑新闻频道,http://tvpull.dxhmt.cn:9081/tv/11628-1.m3u8?zhend
嵩县综合新闻,http://tvpull.dxhmt.cn:9081/tv/10325-1.m3u8?zhend
桐柏新闻综合,http://tvpull.dxhmt.cn:9081/tv/11330-1.m3u8?zhend
新安新闻综合,http://tvpull.dxhmt.cn:9081/tv/10323-1.m3u8?zhend
新乡县电视台,http://tvpull.dxhmt.cn:9081/tv/10721-1.m3u8?zhend
淇县电视台,http://tvpull.dxhmt.cn:9081/tv/10622-1.m3u8
上街电视台,http://tvpull.dxhmt.cn:9081/tv/10106-1.m3u8
星城上街电视台,http://tvpull.dxhmt.cn:9081/tv/10106-1.m3u8
滑县快乐3,http://tvpull.dxhmt.cn:9081/tv/10526-3.m3u8
太康综合,http://tvpull.dxhmt.cn:9081/tv/11627-1.m3u8
固始综合,http://tvpull.dxhmt.cn:9081/tv/11525-1.m3u8
新密新闻,http://tvpull.dxhmt.cn:9081/tv/10183-2.m3u8
唐河一套,http://tvpull.dxhmt.cn:9081/tv/11328-1.m3u8
孟州综合,http://tvpull.dxhmt.cn:9081/tv/10883-1.m3u8
林州综合,http://tvpull.dxhmt.cn:9081/tv/10581-1.m3u8
鲁山综合,http://tvpull.dxhmt.cn:9081/tv/10423-1.m3u8
登封综合,http://tvpull.dxhmt.cn:9081/tv/10185-1.m3u8
建安综合,http://tvpull.dxhmt.cn:9081/tv/11003-1.m3u8
孟津新闻,http://tvpull.dxhmt.cn:9081/tv/10322-2.m3u8
上蔡综合,http://tvpull.dxhmt.cn:9081/tv/11722-1.m3u8
淅川综合,http://tvpull.dxhmt.cn:9081/tv/11326-1.m3u8
襄城综合,http://tvpull.dxhmt.cn:9081/tv/11025-1.m3u8
项城新闻,http://tvpull.dxhmt.cn:9081/tv/11681-1.m3u8
新郑综合,http://tvpull.dxhmt.cn:9081/tv/10184-1.m3u8
鄢陵综合,http://tvpull.dxhmt.cn:9081/tv/11024-1.m3u8
社旗综合,http://tvpull.dxhmt.cn:9081/tv/11327-1.m3u8
扶沟综合,http://tvpull.dxhmt.cn:9081/tv/11621-1.m3u8
临颍综合,http://tvpull.dxhmt.cn:9081/tv/11122-1.m3u8
西平综合,http://tvpull.dxhmt.cn:9081/tv/11721-1.m3u8
光山综合,http://tvpull.dxhmt.cn:9081/tv/11522-1.m3u8
淮滨综合,http://tvpull.dxhmt.cn:9081/tv/11527-1.m3u8
内乡综合,http://tvpull.dxhmt.cn:9081/tv/11325-1.m3u8
汝南综合,http://tvpull.dxhmt.cn:9081/tv/11727-1.m3u8
新蔡综合,http://tvpull.dxhmt.cn:9081/tv/11729-1.m3u8
新县综合,http://tvpull.dxhmt.cn:9081/tv/11523-1.m3u8
禹州公共,http://tvpull.dxhmt.cn:9081/tv/11081-2.m3u8
禹州综合,http://tvpull.dxhmt.cn:9081/tv/11081-1.m3u8
遂平一套,http://tvpull.dxhmt.cn:9081/tv/11728-1.m3u8
安阳新闻,http://tvpull.dxhmt.cn:9081/tv/10522-1.m3u8
宝丰综合,http://tvpull.dxhmt.cn:9081/tv/10421-1.m3u8
邓州新闻,http://tvpull.dxhmt.cn:9081/tv/11381-1.m3u8
方城一套,http://tvpull.dxhmt.cn:9081/tv/11322-1.m3u8
滑县民生,http://tvpull.dxhmt.cn:9081/tv/10526-2.m3u8
滑县新闻,http://tvpull.dxhmt.cn:9081/tv/10526-1.m3u8
获嘉综合,http://tvpull.dxhmt.cn:9081/tv/10724-1.m3u8
郏县综合,http://tvpull.dxhmt.cn:9081/tv/10425-1.m3u8
浚县一套,http://tvpull.dxhmt.cn:9081/tv/10621-1.m3u8
鹿邑新闻,http://tvpull.dxhmt.cn:9081/tv/11628-1.m3u8
罗山综合,http://tvpull.dxhmt.cn:9081/tv/11521-1.m3u8
孟津生活,http://tvpull.dxhmt.cn:9081/tv/10322-1.m3u8
南乐综合,http://tvpull.dxhmt.cn:9081/tv/10923-1.m3u8
平舆综合,http://tvpull.dxhmt.cn:9081/tv/11723-1.m3u8
清丰综合,http://tvpull.dxhmt.cn:9081/tv/10922-1.m3u8
确山综合,http://tvpull.dxhmt.cn:9081/tv/11725-1.m3u8
汝州科教,http://tvpull.dxhmt.cn:9081/tv/10482-2.m3u8
汝州新闻,http://tvpull.dxhmt.cn:9081/tv/10482-1.m3u8
商城新闻,http://tvpull.dxhmt.cn:9081/tv/11524-1.m3u8
汤阴综合,http://tvpull.dxhmt.cn:9081/tv/10523-1.m3u8
通许综合,http://tvpull.dxhmt.cn:9081/tv/10222-1.m3u8
卫辉综合,http://tvpull.dxhmt.cn:9081/tv/10781-1.m3u8
尉氏综合,http://tvpull.dxhmt.cn:9081/tv/10223-1.m3u8
温县综合,http://tvpull.dxhmt.cn:9081/tv/10825-1.m3u8
西华综合,http://tvpull.dxhmt.cn:9081/tv/11622-1.m3u8
夏邑新闻,http://tvpull.dxhmt.cn:9081/tv/11426-1.m3u8
延津综合,http://tvpull.dxhmt.cn:9081/tv/10726-1.m3u8
永城民生,http://tvpull.dxhmt.cn:9081/tv/11481-2.m3u8
永城新闻,http://tvpull.dxhmt.cn:9081/tv/11481-1.m3u8
长垣综合,http://tvpull.dxhmt.cn:9081/tv/10728-1.m3u8
方城一套,http://tvpull.dxhmt.cn:9081/tv/11322-1.m3u8?zhend
扶沟综合,http://tvpull.dxhmt.cn:9081/tv/11621-1.m3u8?zhend
滑县新闻,http://tvpull.dxhmt.cn:9081/tv/10526-1.m3u8?zhend
温县综合,http://tvpull.dxhmt.cn:9081/tv/10825-1.m3u8?zhend
新野综合,http://tvpull.dxhmt.cn:9081/tv/11329-1.m3u8?zhend
荥阳综合,http://tvpull.dxhmt.cn:9081/tv/10182-1.m3u8?zhend
禹州综合,http://tvpull.dxhmt.cn:9081/tv/11081-1.m3u8?zhend
卫辉综合频道,http://tvpull.dxhmt.cn:9081/tv/10781-1.m3u8
鹿邑新闻频道,http://tvpull.dxhmt.cn:9081/tv/11628-1.m3u8
宝丰综合频道,http://tvpull.dxhmt.cn:9081/tv/10421-1.m3u8
郏县综合频道,http://tvpull.dxhmt.cn:9081/tv/10425-1.m3u8
济源电视一套,http://tvpull.dxhmt.cn:9081/tv/19001-1.m3u8
宜阳综合频道,http://tvpull.dxhmt.cn:9081/tv/10327-1.m3u8
扶沟综合频道,http://tvpull.dxhmt.cn:9081/tv/11621-1.m3u8
西华综合频道,http://tvpull.dxhmt.cn:9081/tv/11622-1.m3u8
嵩县综合新闻,http://tvpull.dxhmt.cn:9081/tv/10325-1.m3u8
内黄综合频道,http://tvpull.dxhmt.cn:9081/tv/10527-1.m3u8
潢川综合,http://tvpull.dxhmt.cn:9081/tv/11526-1.m3u8
荥阳综合,http://tvpull.dxhmt.cn:9081/tv/10182-1.m3u8
郸城新闻综合,http://live.dxhmt.cn:9081/tv/11625-1.m3u8
济源电视一套,http://live.dxhmt.cn:9081/tv/19001-1.m3u8
周口扶沟,http://live.dxhmt.cn:9081/tv/11621-1.m3u8
叶县电视,http://live.dxhmt.cn:9081/tv/10422-1.m3u8
义马电视,http://live.dxhmt.cn:9081/tv/11281-1.m3u8
禹州综合,http://live.dxhmt.cn:9081/tv/11081-1.m3u8
兰考新闻,http://live.dxhmt.cn:9081/tv/10225-1.m3u8
开封公共,http://live.dxhmt.cn:9081/tv/10200-3.m3u8
新乡综合,http://live.dxhmt.cn:9081/tv/10721-1.m3u8
影用仓库,https://img.piexl.cn/view.php/8b3eea23e7bf605e907b2850b7a57815.mp4
范县新闻综合,http://live.dxhmt.cn:9080/13603832636/13abd3089d9c47058fe34c49a6182981.m3u8
焦作公共,http://zhpull.dxhmt.cn/jiaozuo/29b65b69130c4ef1a3283cc7b913da05/playlist.m3u8
焦作教育,http://zhpull.dxhmt.cn/jiaozuo/9c10435ad24c409baee219ec289e17d0/playlist.m3u8
焦作综合,http://zhpull.dxhmt.cn/jiaozuo/b75a92c9503e47cf9e89f7ff247b65f2/playlist.m3u8
焦作综合频道,http://zhpull.dxhmt.cn/jiaozuo/b75a92c9503e47cf9e89f7ff247b65f2/playlist.m3u8?zhend
焦作公共频道,http://zhpull.dxhmt.cn/jiaozuo/29b65b69130c4ef1a3283cc7b913da05/playlist.m3u8?zhend
宝丰综合频道,http://tvpull.dxhmt.cn:9081/tv/10421-1.m3u8?zhend
郏县综合频道,http://tvpull.dxhmt.cn:9081/tv/10425-1.m3u8?zhend
郏县综合频道,http://tvpull.dxhmt.cn:9081/tv/10425-1.m3u8
开封新闻综合,http://tvpull.dxhmt.cn:9081/tv/10200-2.m3u8?zhend
开封新闻综合,http://tvpull.dxhmt.cn:9081/tv/10200-2.m3u8
开封文化旅游,http://tvpull.dxhmt.cn:9081/tv/10200-3.m3u8?zhend
济源电视一套,http://tvpull.dxhmt.cn:9081/tv/19001-1.m3u8?zhend
巩义新闻综合,http://live.dxhmt.cn:9081/tv/10181-1.m3u8
荥阳综合,http://tvpull.dxhmt.cn:9081/tv/10182-1.m3u8?zhend
嵩县综合新闻,http://tvpull.dxhmt.cn:9081/tv/10325-1.m3u8?zhend
新安新闻综合,http://tvpull.dxhmt.cn:9081/tv/10323-1.m3u8?zhend
宜阳综合频道,http://tvpull.dxhmt.cn:9081/tv/10327-1.m3u8?zhend
温县综合,http://tvpull.dxhmt.cn:9081/tv/10825-1.m3u8?zhend
温县综合,http://live.dxhmt.cn:9081/tv/10825-1.m3u8
方城一套,http://tvpull.dxhmt.cn:9081/tv/11322-1.m3u8?zhend
新野综合,http://tvpull.dxhmt.cn:9081/tv/11329-1.m3u8?zhend
新野综合,http://live.dxhmt.cn:9081/tv/11329-1.m3u8
扶沟综合频道,http://tvpull.dxhmt.cn:9081/tv/11621-1.m3u8
鹿邑新闻频道,http://tvpull.dxhmt.cn:9081/tv/11628-1.m3u8?zhend
西华综合频道,http://tvpull.dxhmt.cn:9081/tv/11622-1.m3u8
新蔡综合,http://tvpull.dxhmt.cn:9081/tv/11729-1.m3u8?zhend
卫辉综合频道,http://tvpull.dxhmt.cn:9081/tv/10781-1.m3u8?zhend
新乡县电视台,http://tvpull.dxhmt.cn:9081/tv/10721-1.m3u8
灵宝新闻综合,http://tvpull.dxhmt.cn:9081/tv/11282-1.m3u8
滑县新闻,http://tvpull.dxhmt.cn:9081/tv/10526-1.m3u8?zhend
内黄综合频道,http://tvpull.dxhmt.cn:9081/tv/10527-1.m3u8?zhend
禹州综合,http://tvpull.dxhmt.cn:9081/tv/11081-1.m3u8
河南梨园,http://live.dxhmt.cn:9080/19903718786/3159ec673c114135816d45dd52ad7396.m3u8
河南梨园,https://dd.ddzb.fun/php/hntv.php?id=hnly
临颍综合,http://tvpull.dxhmt.cn:9081/tv/11122-1.m3u8
义马新闻综合,http://tvpull.dxhmt.cn:9081/tv/11281-1.m3u8
义马电视,http://live.dxhmt.cn:9081/tv/11281-1.m3u8
兰考新闻,http://tvpull.dxhmt.cn:9081/tv/10225-1.m3u8
叶县,http://tvpull.dxhmt.cn:9081/tv/10422-1.m3u8
周口扶沟,http://live.dxhmt.cn:9081/tv/11621-1.m3u8
登封综合,http://tvpull.dxhmt.cn:9081/tv/10185-1.m3u8
登封综合,http://live.dxhmt.cn:9081/tv/10185-1.m3u8
郸城新闻综合,http://live.dxhmt.cn:9081/tv/11625-1.m3u8
郸城新闻综合,http://tvpull.dxhmt.cn:9081/tv/11625-1.m3u8
唐河一套,http://tvpull.dxhmt.cn:9081/tv/11328-1.m3u8
焦作公共,http://zhpull.dxhmt.cn/jiaozuo/29b65b69130c4ef1a3283cc7b913da05/playlist.m3u8
扶沟综合,http://tvpull.dxhmt.cn:9081/tv/11621-1.m3u8
开封公共,http://tvpull.dxhmt.cn:9081/tv/10200-3.m3u8
宝丰综合,http://tvpull.dxhmt.cn:9081/tv/10421-1.m3u8
郏县综合,http://tvpull.dxhmt.cn:9081/tv/10425-1.m3u8
鲁山综合,http://tvpull.dxhmt.cn:9081/tv/10423-1.m3u8
栾川新闻,http://tvpull.dxhmt.cn:9081/tv/10324-1.m3u8
孟津新闻,http://tvpull.dxhmt.cn:9081/tv/10322-2.m3u8
汝阳综合,http://tvpull.dxhmt.cn:9081/tv/10326-1.m3u8
偃师新闻,http://tvpull.dxhmt.cn:9081/tv/10381-1.m3u8
宜阳综合,http://tvpull.dxhmt.cn:9081/tv/10327-1.m3u8
孟州综合,http://tvpull.dxhmt.cn:9081/tv/10883-1.m3u8
沁阳新闻综合,http://tvpull.dxhmt.cn:9081/tv/10882-1.m3u8
邢台综合频道,https://jwplay.hebyun.com.cn/live/xttv/1500k/tzwj_video.m3u8?zhebd
枣强综合,http://hbzqdb.chinashadt.com:1937/live/zqzh.stream_360p/playlist.m3u8

📺吉林频道,#genre#
吉林卫视,https://lsfb.avap.jilintv.cn/zqvk7vpj/channel/0533b55e42354f4f802bdec78e26b571/1.m3u8
吉林卫视,http://tvbox6.icu/tv/jlntv.php?id=jlws
吉林都市,https://lsfb.avap.jilintv.cn/zqvk7vpj/channel/7e8474e6daea44ccaa5aa2300191439e/1.m3u8
吉林影视,https://lsfb.avap.jilintv.cn/zqvk7vpj/channel/906341e6f19b4c4bacdc89941eb85d12/1.m3u8
吉林,https://lsfb.avap.jilintv.cn/zqvk7vpj/channel/0a76740c72b74fabae611845aa21e06a/1.m3u8
吉林乡村,https://lsfb.avap.jilintv.cn/zqvk7vpj/channel/3ffc4824dce54b92be185555923ce382/1.m3u8
吉林综艺·文化,https://lsfb.avap.jilintv.cn/zqvk7vpj/channel/b3925adaf01e41f287f482f0aea3d233/1.m3u8
长春综合,http://p2bj.vzan.com/slowlive/763922717250086092/live.m3u8
长春综合,http://stream2.jlntv.cn/jlcc/sd/live.m3u8
长春文旅体育,http://p2bj.vzan.com/slowlive/077592635708642635/live.m3u8
长春市民,http://p2bj.vzan.com/slowlive/317775187203351257/live.m3u8
长春榆树综合,http://stream11.jlntv.cn/yushuds/sd/live.m3u8
长春双阳综合,http://stream11.jlntv.cn/shuangyang/playlist.m3u8
长春九台区,http://stream10.jlntv.cn/jiutaitv/playlist.m3u8
长春公主岭综合,http://stream5.jlntv.cn/gzl/playlist.m3u8
长春德惠综合,http://stream11.jlntv.cn/dehuitv/playlist.m3u8
长春农安综合,http://tvbox6.icu/tv/jlntv.php?id=ccnazh
吉林市综合,https://living.muzhifm.com/jilinshi/jilin_zonghe_v.m3u8?auth_key=1837821685-0-0-67b43a2f1e9e2ce78746337eea2b2537
吉林市综合,http://stream2.jlntv.cn:80/jilin1/sd/live.m3u8
吉林桦甸综合,http://stream10.jlntv.cn/huadian/playlist.m3u8
吉林舒兰综合,http://stream8.jlntv.cn/shulan/playlist.m3u8
吉林磐石综合,http://stream5.jlntv.cn/ps/playlist.m3u8
吉林永吉综合,http://stream10.jlntv.cn/yongji/playlist.m3u8
通化新闻综合,http://tvbox6.icu/tv/jlntv.php?id=thxwzh
通化集安综合,http://tvbox6.icu/tv/jlntv.php?id=thjazh
通化梅河口综合,http://tvbox6.icu/tv/jlntv.php?id=thmhkzh
通化通化县综合,http://stream5.jlntv.cn/thx/playlist.m3u8
通化辉南综合,http://stream5.jlntv.cn/hn/playlist.m3u8
通化柳河综合,http://stream5.jlntv.cn/lh/playlist.m3u8
白山综合,http://tvbox6.icu/tv/jlntv.php?id=bszh
白山长白新闻综合,http://tvbox6.icu/tv/jlntv.php?id=bscbxwzh
白山江源综合,http://stream10.jlntv.cn/jiangyuantv/playlist.m3u8
白山临江综合,http://stream8.jlntv.cn/linjiang/playlist.m3u8
白山抚松综合,http://stream8.jlntv.cn/fs/playlist.m3u8
白山靖宇综合,http://stream8.jlntv.cn/jytv/playlist.m3u8
长白朝鲜语综合,http://hplayer1.juyun.tv/camera/11344136.m3u8
辽源新闻综合,http://tvbox6.icu/tv/jlntv.php?id=lyxwzh
辽源东丰综合,http://stream5.jlntv.cn/df/playlist.m3u8
辽源东辽综合,http://stream5.jlntv.cn/dl/playlist.m3u8
四平综合,http://tvbox6.icu/tv/jlntv.php?id=spzh
四平双辽综合,http://stream5.jlntv.cn/sl/playlist.m3u8
四平梨树新闻,http://stream6.jlntv.cn/ls/playlist.m3u8
四平伊通综合,http://stream6.jlntv.cn/yt/playlist.m3u8
白城新闻综合,http://tvbox6.icu/tv/jlntv.php?id=bcxwzh
白城洮南综合,http://stream5.jlntv.cn/tn/playlist.m3u8
白城大安新闻综合,http://stream6.jlntv.cn/da/playlist.m3u8
白城镇赉综合,http://stream6.jlntv.cn/zl/playlist.m3u8
白城通榆综合,http://stream6.jlntv.cn/ty/playlist.m3u8
松原综合,http://tvbox6.icu/tv/jlntv.php?id=syzh
松原公共,http://tvbox6.icu/tv/jlntv.php?id=sygg
松原扶余综合,http://stream6.jlntv.cn/fy/playlist.m3u8
松原乾安综合,http://stream6.jlntv.cn/qa/playlist.m3u8
松原前郭综合,http://tvbox6.icu/tv/jlntv.php?id=syqgzh

延边延吉综合,http://stream6.jlntv.cn/yj/playlist.m3u8
延边图们TV1,http://stream6.jlntv.cn/tm/playlist.m3u8
延边敦化一套,http://stream8.jlntv.cn/dhtv/playlist.m3u8
延边珲春电视台,http://stream8.jlntv.cn/hctv/playlist.m3u8
延边龙井综合,http://stream8.jlntv.cn/ljtv/playlist.m3u8
延边汪清综合,http://stream5.jlntv.cn/wq/playlist.m3u8

📺黑龙江频,#genre#


哈尔滨新闻综合,http://stream.hrbtv.net/xwzh/sd/live.m3u8
哈尔滨影,http://stream.hrbtv.net/yspd/sd/live.m3u8?zheild
哈尔滨生活,http://stream.hrbtv.net/shpd/sd/live.m3u8?zheild
黑龙江新闻,http://112.99.193.34:9901/tsfile/live/1024_1.m3u8$黑龙江电信
黑龙江影视,http://112.99.193.34:9901/tsfile/live/1020_1.m3u8$黑龙江电信
黑龙江文体,http://112.99.193.34:9901/tsfile/live/1022_1.m3u8$黑龙江电信
黑龙江都市,http://112.99.193.34:9901/tsfile/live/1023_1.m3u8$黑龙江电信
黑龙江少儿,http://112.99.193.34:9901/tsfile/live/1026_1.m3u8$黑龙江电信
黑龙江新闻,http://218.8.87.96:4000/udp/229.58.190.16:5000$黑龙江联通
黑龙江影视,http://218.8.87.96:4000/udp/229.58.190.14:5000$黑龙江联通
黑龙江文体,http://218.8.87.96:4000/udp/229.58.190.30:5000$黑龙江联通
黑龙江少儿,http://218.8.87.96:4000/udp/229.58.190.39:5000$黑龙江联通
黑龙江农业,http://218.8.87.96:4000/udp/229.58.190.7:5000$黑龙江联通
黑龙江都市,http://218.8.87.96:4000/udp/229.58.190.34:5000$黑龙江联通
黑龙江新闻,http://111.43.126.240:9003/hls/10/index.m3u8$黑龙江移动
黑龙江都市,http://111.43.126.240:9003/hls/9/index.m3u8$黑龙江移动
黑龙江影视,http://111.43.126.240:9003/hls/7/index.m3u8$黑龙江移动
黑龙江公共,http://111.43.126.240:9003/hls/11/index.m3u8$黑龙江移动
黑龙江少儿,http://111.43.126.240:9003/hls/12/index.m3u8$黑龙江移动
哈尔滨新闻综合,http://stream.hrbtv.net/xwzh/sd/live.m3u8
哈尔滨生活,http://stream.hrbtv.net/shpd/sd/live.m3u8
哈尔滨娱乐,http://stream.hrbtv.net/ylpd/sd/live.m3u8
哈尔滨影视,http://stream.hrbtv.net/yspd/sd/live.m3u8
📺山东山西,#genre#

青岛综合,http://112.254.55.106:22222/rtp/239.253.254.243:8000
青岛蓝睛,http://112.254.55.106:22222/rtp/239.253.254.249:8000
莱阳综合,http://106.53.99.30/tv/sdtv.php?id=ytlyzh
莱阳民生综艺,http://106.53.99.30/tv/sdtv.php?id=ytlyms
山东综艺,http://nw.jiayinkeji.xin/migunew/gtqilu.php?id=yxzy
山东生活,http://nw.jiayinkeji.xin/migunew/gtqilu.php?id=yxsh
山东文旅,http://nw.jiayinkeji.xin/migunew/gtqilu.php?id=yxys
山东农科,http://nw.jiayinkeji.xin/migunew/gtqilu.php?id=nkpd
山东体育,http://nw.jiayinkeji.xin/migunew/gtqilu.php?id=typd
山东齐鲁,http://nw.jiayinkeji.xin/migunew/gtqilu.php?id=qlpd
崂山频道,http://112.254.55.106:22222/rtp/239.253.254.242:8000
烟台影视,http://live.yantaitv.cn/live/e9f1d9045d474c31884d13fa4ffbbd16/a4a9b3704d854756907845107cc56129-1.m3u8
烟台科技,http://live.yantaitv.cn/live/27f84144e95a4652ae9e5c211b2a6b55/405f3e33ba384aa0a16014d0becd1261-1.m3u8
烟台综合,http://live.yantaitv.cn/live/3e81a8879da44c5dadf3bd9c10468e1c/9b776d420ee4438199b7657c8eb88f07-1.m3u8
烟台公共,http://live.yantaitv.cn/live/e50f104a4ffe4a41b2217cbda534146f/d86092e69df94668b33390278b061700-1.m3u8?shandd
烟台公共,http://live.yantaitv.cn/live/e50f104a4ffe4a41b2217cbda534146f/d86092e69df94668b33390278b061700-1.m3u8

壶关电视台,http://zmjp3jin.live.sxmty.com/live/hls/268fe96f955d496db37fb10bb887cda9/fc196029d289449ea524a94a95379a0d.m3u8?zshanxd
五台综合,https://568slnjf.live.sxmty.com/live/hls/90c8b2efeb164cc0a6c2409eed668d6b/f77cbb89ec57435b9ba4c47589c16e4f-1.m3u8?zshanxd
万荣综合频道,http://60.222.246.220:19433/hls1.m3u8
晋城新闻,http://live.jinnews.com.cn/xwzh/sd/live.m3u8?zshanxd
晋城公共,http://live.jinnews.com.cn/ggpd/sd/live.m3u8?zshanxd
晋中新闻,http://jzlive.jztvnews.com:90/live/jzzh.m3u8
晋中公共,http://jzlive.jztvnews.com:90/live/jzgg.m3u8
黎城综合,http://111.53.96.67:8081/live/1/index.m3u8
武乡新闻综合1,http://60.220.198.84:81/0.m3u8
武乡新闻综合2,http://uzoiczhh.live.sxmty.com/live/hls/0d41f1480c4042d49927858f01fde707/53130407737b417b9a6259b57246bae3.m3u8
闻喜综合,https://www.wxhcgbds.com:8081/channelTv/WXTV_1.m3u8?zshanxd
定襄综合,http://lbyzztfe.live.sxmty.com/live/hls/645ff4c60e0a49f0a203abbd73dd8be9/0720e665f10f48e98c9639f4f492fb4a-1.m3u8?zshanxd
怀仁综合,http://1yp7hc5p.live.sxmty.com/live/hls/bff8529922344209985b6e49baa9555a/efa2543628fc4a7ea93d3d6c975f77dc.m3u8?zshanxd
汾西综合,https://qmmqvzoz.live.sxmty.com/live/hls/f24f8a390c084386a564074c9260100c/be3fdf07606145739ab2c4b80fe0136a.m3u8?zshanxd
闻喜综合,https://www.wxhcgbds.com:8081/channelTv/WXTV_1.m3u8?zshanxd
武乡综合,http://uzoiczhh.live.sxmty.com/live/hls/0d41f1480c4042d49927858f01fde707/53130407737b417b9a6259b57246bae3.m3u8
晋城公共,http://live.jinnews.com.cn/ggpd/sd/live.m3u8
