
央卫,#genre#
敢死队2HD中字版动作片美国,https://yzzy.play-cdn2.com/20220501/17384_0bd73b21/index.m3u8
敢死队3HD中字版动作片美国,https://yzzy.play-cdn2.com/20220429/16898_5ca352d9/index.m3u8
给爸爸的信HD国语版动作片香港,https://yzzy.play-cdn2.com/20220414/13070_86734093/index.m3u8
功夫之王HD国语版动作片美国,https://yzzy.play-cdn17.com/20230727/13202_45bd9769/index.m3u8
海洋天堂HD国语版剧情片大陆,https://yzzy.play-cdn2.com/20220409/10203_87e6ee70/index.m3u8
黑侠HD中字版剧情片香港,https://yzzy.play-cdn6.com/20221016/20219_7e6a2fa2/index.m3u8
轰天炮4HD中字版动作片美国,https://v2.yzzy5-play.com/20220519/16882_09e58e0a/index.m3u8
花木兰HD国语版动作片美国,https://yzzy.play-cdn2.com/20220405/7667_13f7046c/index.m3u8
黄飞鸿92之龙行天下HD国语版动作片香港,https://yzzy.play-cdn2.com/20220416/13972_0eaa6109/index.m3u8
黄飞鸿之二：男儿当自强HD国语版动作片香港,https://yzzy.play-cdn4.com/20220606/17341_21dfaf46/index.m3u8
黄飞鸿之三：狮王争霸HD国语版动作片香港,https://yzzy.play-cdn17.com/20230820/16620_d43f5c1a/index.m3u8
黄飞鸿之铁鸡斗蜈蚣HD国语版剧情片香港,https://yzzy.play-cdn2.com/20220415/13227_56714be0/index.m3u8
黄飞鸿之西域雄狮HD国语版动作片香港,https://yzzy.play-cdn17.com/20230813/15662_ca67bb15/index.m3u8
黄飞鸿之壮志凌云HD国语版动作片香港,https://yzzy.play-cdn4.com/20220617/21900_8ceba9f5/index.m3u8
黄飞鸿之壮志凌云HD粤语版动作片香港,https://yzzy.play-cdn4.com/20220617/21899_b472193c/index.m3u8
建国大业HD国语版剧情片大陆,https://yzzy.play-cdn17.com/20230724/12336_35e8f6a6/index.m3u8
精武英雄HD国语版动作片香港,https://v2.yzzy5-play.com/20220607/22255_9e00edb7/index.m3u8
狼犬丹尼HD中字版动作片法国,https://yzzy.play-cdn2.com/20220407/8412_bcfdc903/index.m3u8
龙门飞甲(2011)HD国语版动作片大陆,https://yzzy.play-cdn2.com/20220331/4883_7f84c204/index.m3u8
龙潭虎穴HD中字版剧情片美国,https://yzzy.play-cdn2.com/20220429/16916_c62351ea/index.m3u8
龙在天涯HD国语版动作片香港,https://yzzy.play-cdn2.com/20220331/4882_d282e1a0/index.m3u8
龙之吻HD中字版动作片法国,https://yzzy.play-cdn7.com/20220803/10085_59c03462/index.m3u8
冒险王HD国语版动作片香港,https://yzzy.play-cdn4.com/20220608/17622_c083f16b/index.m3u8
木乃伊3HD中字版动作片美国,https://yzzy.play-cdn2.com/20220502/17780_1f3f82eb/index.m3u8
南北少林HD国语版动作片大陆,https://yzzy.play-cdn2.com/20220428/16621_c12279b7/index.m3u8
杀手之王HD国语版动作片香港,https://yzzy.play-cdn10.com/20221023/2307_200a0670/index.m3u8
杀手之王HD粤语版动作片香港,https://yzzy.play-cdn10.com/20221023/2306_a32accfe/index.m3u8
少林寺1982HD国语版动作片大陆,https://svip.high20-playback.com/20240408/31852_3f923bbc/index.m3u8
鼠胆龙威HD国语动作片香港,https://yzzy.play-cdn17.com/20230821/16684_0beec3b1/index.m3u8
鼠胆龙威HD粤语动作片香港,https://svip.high20-playback.com/20240325/22875_1e5ed54d/index.m3u8
太极张三丰HD国语版动作片香港,https://yzzy.play-cdn8.com/20220713/4780_8d927b57/index.m3u8
投名状HD国语动作片大陆,https://yzzy.play-cdn13.com/20230128/9592_3d21d729/index.m3u8
投名状HD粤语动作片大陆,https://yzzy21.playback-speed.com/20240920/38918_657f74d8/index.m3u8
笑傲江湖2：东方不败HD国语版剧情片香港,https://yzzy.play-cdn2.com/20220331/4843_724c1ac5/index.m3u8
新少林五祖HD国语版剧情片香港,https://yzzy.play-cdn17.com/20230813/15690_27262cd7/index.m3u8
倚天屠龙记之魔教教主HD国语版动作片香港,https://yzzy.play-cdn17.com/20230807/14796_cf08591e/index.m3u8
游侠HD中字版动作片美国,https://yzzy.play-cdn2.com/20220501/17449_9a433ece/index.m3u8
宇宙追缉令HD中字版动作片美国,https://yzzy.play-cdn3.com/20220505/16848_6211adda/index.m3u8
致命罗密欧HD中字版动作片美国,https://yzzy.play-cdn2.com/20220501/17342_105932e5/index.m3u8
中南海保镖HD国语动作片香港,https://yzzy.play-cdn12.com/20221209/8945_a6db6471/index.m3u8
中南海保镖HD粤语动作片香港,https://yzzy.play-cdn12.com/20221209/8943_e3bd0850/index.m3u8


↓周星驰合辑(51部),http://live.dxms.top:80/dwy/news.php$php代理

伴我纵横,https://vip.ffzy-play7.com/20221126/7087_cafd78d5/2000k/hls/mixed.m3u8
暴风眼,https://vip.ffzy-play7.com/20230213/14539_252712d5/2000k/hls/mixed.m3u8
迟到的钢琴,https://vip.ffzy-play6.com/20221127/8752_554f93c9/3000k/hls/mixed.m3u8
第六感,https://vip.ffzy-play7.com/20230325/19608_e95a3a84/2000k/hls/mixed.m3u8
赌豪,https://vip.ffzy-play7.com/20221113/3889_e13fa0f9/2000k/hls/mixed.m3u8
赌神,https://vip.ffzy-online.com/20221017/865_74da177a/2000k/hls/mixed.m3u8
赌神2,https://vip.ffzy-play7.com/20230116/11633_72296dc8/2000k/hls/mixed.m3u8
赌圣,https://vip.ffzy-play7.com/20230118/11963_d17bc05a/2000k/hls/mixed.m3u8
赌侠,https://vip.ffzy-online.com/20221017/869_4ed0959f/2000k/hls/mixed.m3u8
赌侠2：上海滩赌圣,https://vip.ffzy-online.com/20221017/870_24fd00ae/2000k/hls/mixed.m3u8
飞狐外传,https://vip.lz-cdn.com/20220731/26529_5862e7cc/1000k/hls/mixed.m3u8
飞女正传,https://vip.ffzy-play7.com/20221113/4102_e33b4c49/2000k/hls/mixed.m3u8
花心梦里人,https://vip.ffzy-play7.com/20221117/5144_8902cf15/2000k/hls/mixed.m3u8
黄飞鸿之铁鸡斗蜈蚣,https://vip.ffzy-play6.com/20221112/6386_1c2673b1/3000k/hls/mixed.m3u8
火舞风云,https://vip.ffzy-play7.com/20221117/5035_7a0d5a2c/2000k/hls/mixed.m3u8
精装追女仔之3狼之一族,https://vip.ffzy-play6.com/20221129/9346_67ee848d/3000k/hls/mixed.m3u8
九品芝麻官,https://vip.ffzy-play6.com/20221205/9996_68ad8079/3000k/hls/mixed.m3u8
绝代双骄,https://vip.ffzy-play6.com/20221129/9355_e351af0a/3000k/hls/mixed.m3u8
冷面狙击手,https://vip.ffzy-play7.com/20221207/8414_998951ce/2000k/hls/mixed.m3u8
两个独立包装的女人,https://vip.ffzy-play7.com/20230208/13843_637c62ad/2000k/hls/mixed.m3u8
鹿鼎记,https://vip.ffzy-online2.com/20230403/30732_157cb8d7/2000k/hls/mixed.m3u8
鹿鼎记2：神龙教,https://vip.ffzy-play7.com/20230101/10739_492582b8/2000k/hls/mixed.m3u8
漫画威龙,https://vip.ffzy-play.com/20221204/29460_10c83a7c/2000k/hls/mixed.m3u8
猛鬼大厦,https://vip.ffzy-play7.com/20230417/22513_80b3e3ec/2000k/hls/mixed.m3u8
魔翡翠,https://vip.ffzy-play6.com/20221116/7271_d99e19b6/3000k/hls/mixed.m3u8
女黑侠黄莺,https://vip.ffzy-play7.com/20221112/3630_03f13a25/2000k/hls/mixed.m3u8
神经刀与飞天猫,https://cos.m3u8hw8.com/share/9da67bf46a124f5e8189204bdab2d000.m3u8
十兄弟,https://vip.ffzy-play6.com/20221112/6056_8848a0e8/3000k/hls/mixed.m3u8
逃学外传,https://vip.ffzy-play6.com/20221112/6098_d8697665/3000k/hls/mixed.m3u8
逃学威龙,https://vip.ffzy-play6.com/20221112/6099_f4649b91/3000k/hls/mixed.m3u8
逃学威龙2,https://vip.ffzy-play6.com/20221112/6101_3ea56df6/3000k/hls/mixed.m3u8
逃学威龙3之龙过鸡年,https://vip.ffzy-play6.com/20221112/6103_d6c1afdb/3000k/hls/mixed.m3u8
逃学英雄传,https://vip.ffzy-play7.com/20221209/9162_6cf398aa/2000k/hls/mixed.m3u8
五亿探长雷洛传1：雷老虎,https://vip.ffzy-online.com/20221015/672_cd3f2629/2000k/hls/mixed.m3u8
五亿探长雷洛传2：父子情仇,https://vip.ffzy-online.com/20221015/676_0dc45896/2000k/hls/mixed.m3u8
武侠七公主,https://vip.ffzy-play7.com/20230423/22946_f55e7919/2000k/hls/mixed.m3u8
武状元苏乞儿,https://vip.ffzy-play7.com/20221112/3309_a8fac958/2000k/hls/mixed.m3u8
西环的故事,https://vip.ffzy-play7.com/20221112/3312_5634eb79/2000k/hls/mixed.m3u8
小小小警察,https://vip.ffzy-play7.com/20230131/12926_ddf93907/2000k/hls/mixed.m3u8
新碧血剑,https://vip.ffzy-play6.com/20221129/9447_854e400a/3000k/hls/mixed.m3u8
新精武门1991,https://vip.ffzy-play6.com/20221206/10147_2266b628/3000k/hls/mixed.m3u8
新天龙八部之天山童姥,https://vip.ffzy-play7.com/20221112/3355_8fe53bcd/2000k/hls/mixed.m3u8
妖魔道,https://vip.ffzy-play7.com/20221112/3373_6cc5dc0c/2000k/hls/mixed.m3u8
一屋哨牙鬼,https://vip.ffzy-play7.com/20230129/12728_f8fc1a8f/2000k/hls/mixed.m3u8
倚天屠龙记之魔教教主,https://vip.ffzy-online1.com/20230622/41615_05003dd5/2000k/hls/mixed.m3u8
有鬼住在隔壁,https://vip.lz-cdn1.com/20230809/21713_b9ce36a6/2000k/hls/mixed.m3u8
与龙共舞,https://vip.ffzy-play6.com/20221207/10859_1b02d27c/3000k/hls/mixed.m3u8
芝士火腿,https://vip.ffzy-play6.com/20221113/6820_edb7dd0d/3000k/hls/mixed.m3u8
至尊无上,https://vip.ffzy-play.com/20221015/1086_9576a463/2000k/hls/mixed.m3u8
追日,https://vip.ffzy-play7.com/20221129/7755_3a0215ed/2000k/hls/mixed.m3u8
最佳女婿,https://vip.ffzy-play7.com/20221116/4842_087288a0/2000k/hls/mixed.m3u8

↓李小龙电影专辑↓,http://live.dxms.top:80/dwy/news.php$php代理
精武门,https://vip.ffzy-play7.com/20221128/7594_834e5239/2000k/hls/mixed.m3u8
龙争虎斗,https://vip.ffzy-play7.com/20221228/10118_7f88f7bd/2000k/hls/mixed.m3u8
猛龙过江,https://vip.ffzy-play7.com/20221208/8881_22a8bff4/2000k/hls/mixed.m3u8
死亡游戏,https://vip.ffzy-play6.com/20221128/9133_9ec7be0f/2000k/hls/mixed.m3u8
唐山大兄,https://vip.ffzy-play7.com/20221208/8715_94658327/2000k/hls/mixed.m3u8
死亡塔,https://vip.ffzy-play7.com/20221117/5079_56e2cb5b/2000k/hls/mixed.m3u8
我是李小龙,https://vip.ffzy-online1.com/20231122/44414_ec785b08/2000k/hls/mixed.m3u8
李小龙传,https://vip.ffzy-play7.com/20221209/9088_29acd936/2000k/hls/mixed.m3u8
李小龙的生与死,https://vip.ffzy-play7.com/20221128/7616_58d018a9/2000k/hls/mixed.m3u8
李小龙我的兄弟,https://vip.ffzy-online1.com/20230701/41980_07daaffe/2000k/hls/mixed.m3u8
李小龙 勇士的旅程,https://v.cdnlz1.com/20231006/22447_ec6e96c8/2000k/hls/index.m3u8

↓梁朝伟电影专辑↓,http://live.dxms.top:80/dwy/news.php$php代理
金手指,https://svipsvip.ffzyread1.com/20240213/24278_dc4a204f/2000k/hls/mixed.m3u8
2046,https://vip.ffzy-play7.com/20221126/7051_2bcc22e4/2000k/hls/mixed.m3u8
重庆森林,https://vip.ffzy-online1.com/20230711/42267_332d6423/2000k/hls/mixed.m3u8
无间道,https://vip.ffzy-play6.com/20221017/13_ddfc1740/2000k/hls/mixed.m3u8
花样年华,https://vip.ffzy-play6.com/20221126/8477_02e3156e/2000k/hls/mixed.m3u8
春光乍泄,https://vip.ffzy-play7.com/20230213/14499_7d8ab65b/2000k/hls/mixed.m3u8
一代宗师,https://vip.ffzy-play6.com/20221019/208_754565a1/2000k/hls/mixed.m3u8
东邪西毒,https://vip.ffzy-play6.com/20221112/6207_d7a81723/2000k/hls/mixed.m3u8
倩女幽魂3：道道道,https://vip.ffzy-play6.com/20221112/6029_4b3f25d1/2000k/hls/mixed.m3u8
天下无双,https://vip.ffzy-play2.com/20230427/46241_e72cbca5/2000k/hls/mixed.m3u8
无间道3：终极无间,https://vip.ffzy-play2.com/20221127/1567_f1965b4b/2000k/hls/mixed.m3u8
新仙鹤神针,https://vip.ffzy-play7.com/20221112/3357_c8500611/2000k/hls/mixed.m3u8
风再起时,https://super.ffzy-online6.com/20230616/13640_29a8de95/2000k/hls/index.m3u8
尚气与十环传奇,https://vip.ffzy-play7.com/20221227/9987_b260e2c5/2000k/hls/mixed.m3u8
玻璃樽,https://vip.ffzy-play7.com/20221112/3750_97a1bebc/2000k/hls/mixed.m3u8
赤壁(上),https://vip.ffzy-play7.com/20221231/10512_a999146a/2000k/hls/mixed.m3u8
赤壁(下),https://vip.ffzy-play7.com/20221231/10513_d4f9f843/2000k/hls/mixed.m3u8
洪兴仔之江湖大风暴,https://vip.ffzy-play7.com/20221208/8829_4733b9a0/2000k/hls/mixed.m3u8
韩城攻略,https://vip.ffzy-play6.com/20221022/1122_ebdef475/2000k/hls/mixed.m3u8
流氓医生,https://vip.ffzy-play7.com/20221112/3552_c27df694/2000k/hls/mixed.m3u8
豪门夜宴,https://vip.ffzy-play.com/20221204/29458_3909f6d0/2000k/hls/mixed.m3u8
五虎将之决裂,https://vip.ffzy-play6.com/20221112/6190_0250331a/2000k/hls/mixed.m3u8
每天爱你8小时,https://vip.ffzy-play7.com/20221112/3589_ebde9eea/2000k/hls/mixed.m3u8
射雕英雄传之东成西就,https://vip.ffzy-play.com/20221018/2016_4525364a/2000k/hls/mixed.m3u8
踢到宝,https://vip.ffzy-play6.com/20221112/6114_aa94bca1/2000k/hls/mixed.m3u8
辣手神探,https://vip.ffzy-play7.com/20221112/3526_ba428b29/2000k/hls/mixed.m3u8
忠义群英,https://vip.ffzy-play7.com/20221116/4836_e3063898/2000k/hls/mixed.m3u8
异域之末路英雄,https://vip.ffzy-play7.com/20221113/4238_dee715f5/2000k/hls/mixed.m3u8
同居蜜友,https://vip.ffzy-play6.com/20221108/5003_cab49923/2000k/hls/mixed.m3u8
新流星蝴蝶剑,https://vip.ffzy-play7.com/20230205/13377_4d26288e/2000k/hls/mixed.m3u8
侠骨仁心,https://vip.ffzy-play2.com/20221127/1587_a49f7cfa/2000k/hls/mixed.m3u8
大魔术师,https://vip.ffzy-play6.com/20221021/455_4f583861/2000k/hls/mixed.m3u8
偷偷爱你,https://vip.ffzy-play6.com/20221113/6739_a93265ae/2000k/hls/mixed.m3u8
摆渡人,https://vip.ffzy-play7.com/20221105/1685_0bfdd536/2000k/hls/mixed.m3u8
正牌韦小宝之奉旨沟女,https://vip.ffzy-play7.com/20221112/3439_af5153a4/2000k/hls/mixed.m3u8
捉妖记2,https://vip.ffzy-play.com/20221015/1132_e48d9c77/2000k/hls/mixed.m3u8
地下情,https://vip.ffzy-play7.com/20221117/4995_c179450d/2000k/hls/mixed.m3u8
海上花,https://vip.ffzy-play7.com/20230326/19727_00f910d1/2000k/hls/mixed.m3u8
千王1991,https://vip.ffzy-play7.com/20221208/8895_09d63d8a/2000k/hls/mixed.m3u8
杀手蝴蝶梦,https://vip.ffzy-play7.com/20230211/14190_307141b4/2000k/hls/mixed.m3u8
黑狱断肠歌之砌生猪肉,https://vip.ffzy-play7.com/20221209/9061_b07a4bf6/2000k/hls/mixed.m3u8
喋血街头,https://vip.ffzy-play6.com/20221112/6021_91e128c9/2000k/hls/mixed.m3u8
行运超人,https://vip.ffzy-play6.com/20221020/221_c63217b3/2000k/hls/mixed.m3u8
魔画情,https://vip.ffzy-play7.com/20221112/3619_bc4fa51a/2000k/hls/mixed.m3u8
三轮车夫,https://v.cdnlz16.com/20230914/38987_ef95e14f/2000k/hls/mixed.m3u8
癫佬正传,https://vip.ffzy-play6.com/20221207/10633_d3bb485d/2000k/hls/mixed.m3u8
暗花（粤语）,https://vip.ffzy-play7.com/20221223/9366_7b67bcf4/2000k/hls/mixed.m3u8
东京攻略,https://vip.ffzy-play6.com/20221020/218_1d8ce5ca/2000k/hls/mixed.m3u8
地下铁2003,https://v.cdnlz1.com/20231116/23823_2114e480/2000k/hls/mixed.m3u8
有情饮水饱,https://vip.ffzy-play2.com/20221022/432_a75d7d91/2500k/hls/mixed.m3u8
欧洲攻略,https://vip.ffzy-play7.com/20230116/11555_5a91f499/2000k/hls/mixed.m3u8
伤城,https://vip.ffzy-play6.com/20221027/2135_3105ae97/2000k/hls/mixed.m3u8
开心快活人,https://vip.ffzy-play7.com/20221115/4523_7f9cfc01/2000k/hls/mixed.m3u8
花心红杏,https://vip.lz-cdn1.com/20230726/21446_1433fc38/2000k/hls/mixed.m3u8
新难兄难弟,https://vip.ffzy-play6.com/20221113/6775_86a6522f/2000k/hls/mixed.m3u8
悲情城市,https://vip.ffzy-play7.com/20230306/17309_53fae91b/2000k/hls/mixed.m3u8
中环英雄,https://vip.ffzy-play7.com/20221129/7743_4656dd25/2000k/hls/mixed.m3u8
沙滩仔与周师奶,https://vip.ffzy-play7.com/20221113/4164_31b04baf/2000k/hls/mixed.m3u8
嘿玛 嘿玛,https://vip.ffzy-play7.com/20230306/17238_526f4dfa/2000k/hls/mixed.m3u8
最佳拍档之醉街拍档,https://vip.ffzy-play6.com/20221113/6845_669a0d3b/2000k/hls/mixed.m3u8
亚飞与亚基,https://vip.ffzy-play6.com/20221129/9460_a35dcf18/2000k/hls/mixed.m3u8
情人知己,https://vip.ffzy-play6.com/20221207/10765_a49a6596/2000k/hls/mixed.m3u8
人民英雄,https://vip.ffzy-play7.com/20230425/23122_ce832adb/2000k/hls/mixed.m3u8

↓林青霞电影专辑↓,http://live.dxms.top:80/dwy/news.php$php代理
重庆森林,https://vip.ffzy-online1.com/20230711/42267_332d6423/2000k/hls/mixed.m3u8
金玉良缘红楼梦,https://vip.ffzy-play7.com/20230205/13338_f240f890/2000k/hls/mixed.m3u8
新龙门客栈,https://vip.ffzy-play6.com/20221129/9455_ff9016c1/2000k/hls/mixed.m3u8
八百壮士,https://v.cdnlz19.com/20240711/39531_53b9618e/2000k/hls/mixed.m3u8
警察故事,https://vip1.lz-cdn1.com/20220404/878_6675a846/1200k/hls/mixed.m3u8
东邪西毒：终极版,https://vip.ffzy-play7.com/20221126/7187_ef433999/2000k/hls/mixed.m3u8
新天龙八部之天山童姥,https://vip.ffzy-play7.com/20221112/3355_8fe53bcd/2000k/hls/mixed.m3u8
射雕英雄传之东成西就,https://vip.ffzy-play.com/20221018/2016_4525364a/2000k/hls/mixed.m3u8
鹿鼎记,https://vip.ffzy-online2.com/20230403/30732_157cb8d7/2000k/hls/mixed.m3u8
鹿鼎记2：神龙教,https://vip.ffzy-play7.com/20230101/10739_492582b8/2000k/hls/mixed.m3u8
白发魔女传,https://vip.ffzy-online.com/20221015/598_e3bb4b6b/2000k/hls/mixed.m3u8
刀剑笑,https://vip.ffzy-play7.com/20221112/3808_6690be34/2000k/hls/mixed.m3u8
蜀山：新蜀山剑侠,https://vip.ffzy-play7.com/20221115/4566_fdf3285b/2000k/hls/mixed.m3u8
脂粉奇兵,https://vip.ffzy-play7.com/20221116/4905_7cc75e10/2000k/hls/mixed.m3u8
英雄正传,https://vip.ffzy-play6.com/20221128/9031_602216e9/2000k/hls/mixed.m3u8
绝代双骄,https://vip.ffzy-play6.com/20221129/9355_e351af0a/2000k/hls/mixed.m3u8
暗恋桃花源,https://vip.ffzy-play7.com/20221113/3832_dea720b8/2000k/hls/mixed.m3u8
六指琴魔,https://vip.ffzy-play7.com/20221112/3553_942f41c9/2000k/hls/mixed.m3u8
夺命佳人,https://vip.ffzy-play7.com/20221115/4451_2bdac368/2000k/hls/mixed.m3u8
一片深情,https://vip.ffzy-play6.com/20221128/9236_79469e8b/2000k/hls/mixed.m3u8
中国女兵,https://vip.ffzy-play7.com/20221115/4825_881215e6/2000k/hls/mixed.m3u8
梦中人,https://vip.ffzy-play7.com/20221117/5051_fc08dcdc/2000k/hls/mixed.m3u8
惊魂记,https://vip.ffzy-play7.com/20230302/16802_6bd2afee/2000k/hls/mixed.m3u8
滚滚红尘,https://vip.ffzy-play7.com/20230211/14303_cada8f87/2000k/hls/mixed.m3u8
东方不败之风云再起,https://vip.ffzy-play6.com/20221112/6203_105abf2a/2000k/hls/mixed.m3u8
火云传奇,https://vip.ffzy-play7.com/20230219/15253_fc18d7d5/2000k/hls/mixed.m3u8
刀马旦,https://vip.ffzy-play7.com/20221117/4993_c93149b3/2000k/hls/mixed.m3u8
黑豹天下,https://vip.ffzy-play6.com/20221112/6325_bc599d32/2000k/hls/mixed.m3u8
君子好逑,https://vip.ffzy-play6.com/20221116/7252_e3a0961d/2000k/hls/mixed.m3u8
迷你特攻队,https://vip.ffzy-play7.com/20221117/5052_54ce37e4/2000k/hls/mixed.m3u8
今夜星光灿烂,https://vip.ffzy-play7.com/20230209/14006_fa53cdf0/2000k/hls/mixed.m3u8
我爱夜来香,https://vip.ffzy-play7.com/20221206/8154_d05cbb3e/2000k/hls/mixed.m3u8
在水一方,https://yzzy.play-cdn17.com/20230720/11869_fc747366/2000k/hls/index.m3u8
追男仔,https://vip.ffzy-play6.com/20221207/10720_f6567c62/3000k/hls/mixed.m3u8
横财三千万,https://vip.ffzy-play7.com/20221209/9062_fa5d85d0/2000k/hls/mixed.m3u8
旗正飘飘,https://vip.lz-cdn1.com/20220510/5091_fd697a89/1200k/hls/mixed.m3u8
白发魔女传,https://vip.ffzy-online.com/20221015/598_e3bb4b6b/2000k/hls/mixed.m3u8
我是一片云,https://vip.ffzy-play7.com/20230212/14389_ea75aabf/2000k/hls/mixed.m3u8
一颗红豆,https://vip.lz-cdn3.com/20230627/19886_9b009874/2000k/hls/mixed.m3u8
碧血黄花,https://vip.lz-cdn3.com/20230710/20152_fa56469a/2000k/hls/mixed.m3u8
古镜幽魂,https://v.cdnlz17.com/20231014/29601_38fd1681/2000k/hls/mixed.m3u8
热浪,https://vip.ffzy-play6.com/20221128/9093_98379ddc/3000k/hls/mixed.m3u8
爱的小屋,https://yzzy.play-cdn8.com/20220706/1525_f4ab1a3c/1000k/hls/index.m3u8
小姨怀春,https://vip.ffzy-play6.com/20221128/9211_881ba3e2/3000k/hls/mixed.m3u8
午夜兰花,https://v.cdnlz17.com/20231005/28304_4580e79a/2000k/hls/mixed.m3u8
七只狐狸,https://vip.ffzy-play6.com/20221117/7433_03cf2e94/3000k/hls/mixed.m3u8
金盏花,https://vip.ffzy-play6.com/20221116/7249_0db8982b/3000k/hls/mixed.m3u8
我们的那时·此刻,https://vip.ffzy-play7.com/20230422/22710_c553fdb8/2000k/hls/mixed.m3u8

↓沈殿霞专辑↓,http://live.dxms.top:80/dwy/news.php$php代理
富贵再三逼人,https://c1.rrcdnbf2.com/video/fuguizaisanbiren/HD%E5%9B%BD%E8%AF%AD/index.m3u8
富贵开心鬼,https://c1.rrcdnbf3.com/video/fuguikaixingui/HD%E5%9B%BD%E8%AF%AD/index.m3u8
富贵逼人,https://c1.rrcdnbf1.com/video/fuguibiren/HD%E5%9B%BD%E8%AF%AD/index.m3u8
双肥临门,https://c1.rrcdnbf1.com/video/shuangfeilinmen/HD%E5%9B%BD%E8%AF%AD/index.m3u8
富贵黄金屋,https://c1.rrcdnbf2.com/video/fuguihuangjinwu/HD%E5%9B%BD%E8%AF%AD/index.m3u8
富贵吉祥,https://c1.rrcdnbf1.com/video/fuguijixiang/HD%E5%9B%BD%E8%AF%AD/index.m3u8
最佳女婿,https://c1.rrcdnbf2.com/video/zuijianvxu/HD%E5%9B%BD%E8%AF%AD/index.m3u8
豪门夜宴,https://c1.rrcdnbf2.com/video/haomenyeyan/DVD%E5%9B%BD%E8%AF%AD/index.m3u8
美男子,https://c1.rrcdnbf3.com/video/meinanzi/HD%E5%9B%BD%E8%AF%AD/index.m3u8
宝莲灯,https://c1.rrcdnbf3.com/video/baoliandeng/HD%E4%B8%AD%E5%AD%97/index.m3u8
裤甲天下,https://c1.rrcdnbf2.com/video/kujiatianxia/HD%E5%9B%BD%E8%AF%AD/index.m3u8
花飞满城春,https://c1.rrcdnbf2.com/video/huafeimanchengchun/HD%E5%9B%BD%E8%AF%AD/index.m3u8
水浒笑传,https://c1.rrcdnbf2.com/video/shuihuxiaochuan/HD%E5%9B%BD%E8%AF%AD/index.m3u8
富贵列车,https://c1.rrcdnbf3.com/video/fuguilieche/HD%E5%9B%BD%E8%AF%AD/index.m3u8
艳阳天,https://c1.rrcdnbf1.com/video/yanyangtian/HD%E5%9B%BD%E8%AF%AD/index.m3u8
外来媳妇本地郎,https://c1.rrcdnbf2.com/video/wailaixifubendilang2004/HD%E5%9B%BD%E8%AF%AD/index.m3u8
北地虎,https://c1.rrcdnbf2.com/video/beidihu/HD%E5%9B%BD%E8%AF%AD/index.m3u8
南北妈打,https://yzzy.play-cdn2.com/20220428/16622_606ede4b/1000k/hls/index.m3u8
花魁杜十娘,https://c1.rrcdnbf1.com/video/huakuidushiniang/HD%E5%9B%BD%E8%AF%AD/index.m3u8
快乐年华,https://c1.rrcdnbf2.com/video/kuailenianhua/HD%E5%9B%BD%E8%AF%AD/index.m3u8
给我一个吻,https://c1.rrcdnbf2.com/video/geiwoyigewen/HD%E5%9B%BD%E8%AF%AD/index.m3u8
小武士,https://c1.rrcdnbf2.com/video/xiaowushi/HD%E5%9B%BD%E8%AF%AD/index.m3u8
笑太极,https://c1.rrcdnbf3.com/video/xiaotaiji/HD%E5%9B%BD%E8%AF%AD/index.m3u8
小姐不在家,https://c1.rrcdnbf2.com/video/xiaojiebuzaijia/HD%E5%9B%BD%E8%AF%AD/index.m3u8
喜气逼人,https://c1.rrcdnbf1.com/video/xiqibiren/HD%E5%9B%BD%E8%AF%AD/index.m3u8
红肚兜,https://c1.rrcdnbf6.com/video/hongdudou/HD/index.m3u8
女黑侠威震地狱门,https://vip1.lz-cdn7.com/20230515/16006_c1666762/2000k/hls/mixed.m3u8
工厂三小姐,https://vip1.lz-cdn7.com/20230512/15934_af163df5/2000k/hls/mixed.m3u8
再见王老五,https://c1.rrcdnbf1.com/video/zaijianwanglaowu/HD%E5%9B%BD%E8%AF%AD/index.m3u8

↓吴孟达专辑↓,http://live.dxms.top:80/dwy/news.php$php代理
少林足球,https://vip.ffzy-online.com/20221231/43324_eb34f45e/2000k/hls/index.m3u8
流浪地球,https://vip.ffzy-play.com/20221017/1736_ff8acb44/2000k/hls/mixed.m3u8
流浪地球(特别版),https://vip.kuaikan-play1.com/20230308/nA4l67mz/index.m3u8
食神,https://vip.ffzy-play7.com/20230101/10759_e65c8db5/2000k/hls/mixed.m3u8
天若有情,https://vip.ffzy-play6.com/20221112/6134_724795e1/2000k/hls/mixed.m3u8
喜剧之王,https://vip.ffzy-play1.com/20221128/25293_87ddc4f8/2000k/hls/mixed.m3u8
赌侠,https://vip.ffzy-online.com/20221017/869_4ed0959f/2000k/hls/mixed.m3u8
赌圣,https://vip.ffzy-play7.com/20230118/11963_d17bc05a/2000k/hls/mixed.m3u8
破坏之王,https://vip.ffzy-play7.com/20230201/13013_3bb9dc38/2000k/hls/mixed.m3u8
逃学威龙,https://vip.ffzy-play6.com/20221112/6100_11ed1d90/2000k/hls/mixed.m3u8
英雄本色2,https://vip.ffzy-play7.com/20221115/4808_81999f35/2000k/hls/mixed.m3u8
窃听风云3,https://vip.ffzy-play6.com/20221028/2430_ccb03cad/2000k/hls/mixed.m3u8
五亿探长雷洛传,https://vip.ffzy-play7.com/20221208/8949_c71cec39/2000k/hls/mixed.m3u8
五亿探长雷洛传1：雷老虎,https://vip.ffzy-online.com/20221015/672_cd3f2629/5000k/hls/mixed.m3u8
